date,country,cumulative_total_cases,daily_new_cases,active_cases,cumulative_total_deaths,daily_new_deaths
8/10/2020,Brazil,3057470,21888,791801,101857,721
8/11/2020,Brazil,3112393,54923,766170,103099,1242
8/12/2020,Brazil,3170474,58081,756734,104263,1164
8/13/2020,Brazil,3229621,59147,767417,105564,1301
8/14/2020,Brazil,3278895,49274,788022,106571,1007
8/15/2020,Brazil,3317832,38937,806263,107297,726
8/16/2020,Brazil,3340197,22365,799862,107879,582
8/17/2020,Brazil,3363235,23038,776087,108654,775
8/18/2020,Brazil,3411872,48637,747674,110019,1365
8/19/2020,Brazil,3460413,48541,733970,111189,1170
8/20/2020,Brazil,3505097,44684,739267,112423,1234
8/21/2020,Brazil,3536488,31391,752279,113454,1031
8/22/2020,Brazil,3582698,46210,758783,114277,823
8/23/2020,Brazil,3605783,23085,781373,114772,495
8/24/2020,Brazil,3627217,21434,733057,115451,679
8/25/2020,Brazil,3674176,46959,709115,116666,1215
8/26/2020,Brazil,3722004,47828,695400,117756,1090
8/27/2020,Brazil,3764493,42489,698517,118726,970
8/28/2020,Brazil,3812605,48112,716215,119594,868
8/29/2020,Brazil,3846965,34360,719655,120498,904
8/30/2020,Brazil,3862311,15346,709856,120896,398
8/31/2020,Brazil,3910901,48590,691652,121515,619
9/1/2020,Brazil,3952790,41889,671013,122681,1166
9/2/2020,Brazil,4001422,48632,667118,123899,1218
9/3/2020,Brazil,4046150,44728,673811,124729,830
9/4/2020,Brazil,4091801,45651,687974,125584,855
9/5/2020,Brazil,4123000,31199,700068,126230,646
9/6/2020,Brazil,4137606,14606,693693,126686,456
9/7/2020,Brazil,4147794,10188,665229,127001,315
9/8/2020,Brazil,4165124,17330,640373,127517,516
9/9/2020,Brazil,4199332,34208,617343,128653,1136
9/10/2020,Brazil,4239763,40431,612851,129575,922
9/11/2020,Brazil,4283978,44215,622849,130474,899
9/12/2020,Brazil,4315858,31880,631163,131274,800
9/13/2020,Brazil,4330455,14597,624834,131663,389
9/14/2020,Brazil,4349544,19089,604243,132117,454
9/15/2020,Brazil,4384299,34755,579964,133207,1090
9/16/2020,Brazil,4421686,37387,567200,134174,967
9/17/2020,Brazil,4457443,35757,569330,135031,857
9/18/2020,Brazil,4497434,39991,572438,135857,826
9/19/2020,Brazil,4528347,30913,571687,136565,708
9/20/2020,Brazil,4544629,16282,556507,136895,330
9/21/2020,Brazil,4560083,15454,535534,137350,455
9/22/2020,Brazil,4595335,35252,511549,138159,809
9/23/2020,Brazil,4627780,32445,495829,139065,906
9/24/2020,Brazil,4659909,32129,496237,139883,818
9/25/2020,Brazil,4692579,32670,510921,140709,826
9/26/2020,Brazil,4718115,25536,525837,141441,732
9/27/2020,Brazil,4732309,14194,530445,141776,335
9/28/2020,Brazil,4748327,16018,521984,142161,385
9/29/2020,Brazil,4780317,31990,502219,143010,849
9/30/2020,Brazil,4813586,33269,489248,143962,952
10/1/2020,Brazil,4849229,35643,491690,144767,805
10/2/2020,Brazil,4882231,33002,504207,145431,664
10/3/2020,Brazil,4906833,24602,512248,146011,580
10/4/2020,Brazil,4915289,8456,505706,146375,364
10/5/2020,Brazil,4940499,25210,498424,146773,398
10/6/2020,Brazil,4970953,30454,470511,147571,798
10/7/2020,Brazil,5002357,31404,462629,148304,733
10/8/2020,Brazil,5029539,27182,465941,149034,730
10/9/2020,Brazil,5057190,27651,473903,149692,658
10/10/2020,Brazil,5091840,34650,487882,150236,544
10/11/2020,Brazil,5094979,3139,474308,150506,270
10/12/2020,Brazil,5103408,8429,457430,150709,203
10/13/2020,Brazil,5114823,11415,436785,151063,354
10/14/2020,Brazil,5141498,26675,420906,151779,716
10/15/2020,Brazil,5170996,29498,419037,152513,734
10/16/2020,Brazil,5201570,30574,428781,153229,716
10/17/2020,Brazil,5224362,22792,435357,153690,461
10/18/2020,Brazil,5235344,10982,431409,153905,215
10/19/2020,Brazil,5251127,15783,415242,154226,321
10/20/2020,Brazil,5274817,23690,398336,154888,662
10/21/2020,Brazil,5300649,25832,388701,155459,571
10/22/2020,Brazil,5332634,31985,391375,155962,503
10/23/2020,Brazil,5355650,23016,401250,156528,566
10/24/2020,Brazil,5381224,25574,406400,156926,398
10/25/2020,Brazil,5394128,12904,401050,157163,237
10/26/2020,Brazil,5411550,17422,388169,157451,288
10/27/2020,Brazil,5440903,29353,378876,157981,530
10/28/2020,Brazil,5469755,28852,376739,158468,487
10/29/2020,Brazil,5496402,26647,383210,159033,565
10/30/2020,Brazil,5519528,23126,393702,159562,529
10/31/2020,Brazil,5535605,16077,402805,159902,340
11/1/2020,Brazil,5545705,10100,404659,160104,202
11/2/2020,Brazil,5554206,8501,412992,160272,168
11/3/2020,Brazil,5567126,12920,378362,160548,276
11/4/2020,Brazil,5590941,23815,365427,161170,622
11/5/2020,Brazil,5614258,23317,388135,161779,609
11/6/2020,Brazil,5632505,18247,406126,162035,256
11/7/2020,Brazil,5653561,21056,426931,162286,251
11/8/2020,Brazil,5664115,10554,437374,162397,111
11/9/2020,Brazil,5675766,11651,448784,162638,241
11/10/2020,Brazil,5701283,25517,474097,162842,204
11/11/2020,Brazil,5749007,47724,521257,163406,564
11/12/2020,Brazil,5783647,34640,362548,164332,926
11/13/2020,Brazil,5819496,35849,386983,164946,614
11/14/2020,Brazil,5848959,29463,391775,165673,727
11/15/2020,Brazil,5863093,14134,405771,165811,138
11/16/2020,Brazil,5876740,13647,388267,166067,256
11/17/2020,Brazil,5911758,35018,383423,166743,676
11/18/2020,Brazil,5947403,35645,390043,167497,754
11/19/2020,Brazil,5983089,35686,407450,168141,644
11/20/2020,Brazil,6020164,37075,429400,168662,521
11/21/2020,Brazil,6052786,32622,454612,169016,354
11/22/2020,Brazil,6071401,18615,469699,169197,181
11/23/2020,Brazil,6088004,16603,473368,169541,344
11/24/2020,Brazil,6121449,33445,475252,170179,638
11/25/2020,Brazil,6166898,45449,483252,170799,620
11/26/2020,Brazil,6204570,37672,504474,171497,698
11/27/2020,Brazil,6238350,33780,529828,171998,501
11/28/2020,Brazil,6290272,51922,555096,172637,639
11/29/2020,Brazil,6314740,24468,563774,172848,211
11/30/2020,Brazil,6336278,21538,561309,173165,317
12/1/2020,Brazil,6388526,52248,558166,173862,697
12/2/2020,Brazil,6436650,48124,563766,174531,669
12/3/2020,Brazil,6487516,50866,587199,175307,776
12/4/2020,Brazil,6534951,47435,614601,175981,674
12/5/2020,Brazil,6577177,42226,639173,176641,660
12/6/2020,Brazil,6603540,26363,650396,176962,321
12/7/2020,Brazil,6628065,24525,649610,177388,426
12/8/2020,Brazil,6675915,47850,643022,178184,796
12/9/2020,Brazil,6730118,54203,649575,179032,848
12/10/2020,Brazil,6783543,53425,671965,179801,769
12/11/2020,Brazil,6836313,52770,701115,180453,652
12/12/2020,Brazil,6880595,44282,729746,181143,690
12/13/2020,Brazil,6901990,21395,737618,181419,276
12/14/2020,Brazil,6929409,27419,731379,181945,526
12/15/2020,Brazil,6974258,44849,723542,182854,909
12/16/2020,Brazil,7042695,68437,726190,183822,968
12/17/2020,Brazil,7111527,68832,748949,184876,1054
12/18/2020,Brazil,7163912,52385,780040,185687,811
12/19/2020,Brazil,7213155,49243,804035,186356,669
12/20/2020,Brazil,7238600,25445,806026,186773,417
12/21/2020,Brazil,7264221,25621,789919,187322,549
12/22/2020,Brazil,7320020,55799,776763,188285,963
12/23/2020,Brazil,7366677,46657,772057,189264,979
12/24/2020,Brazil,7425593,58916,785739,190032,768
12/25/2020,Brazil,7448560,22967,798710,190515,483
12/26/2020,Brazil,7465806,17246,799525,190815,300
12/27/2020,Brazil,7484285,18479,777769,191146,331
12/28/2020,Brazil,7506890,22605,746351,191641,495
12/29/2020,Brazil,7564117,57227,723863,192716,1075
12/30/2020,Brazil,7619970,55853,718249,193940,1224
12/31/2020,Brazil,7675973,56003,733932,194976,1036
1/1/2021,Brazil,7700578,24605,748853,195441,465
1/2/2021,Brazil,7716405,15827,751243,195742,301
1/3/2021,Brazil,7733746,17341,724720,196018,276
1/4/2021,Brazil,7754560,20814,682739,196591,573
1/5/2021,Brazil,7812007,57447,650823,197777,1186
1/6/2021,Brazil,7874539,62532,638966,199043,1266
1/7/2021,Brazil,7961673,87134,664244,200498,1455
1/8/2021,Brazil,8015920,54247,699904,201542,1044
1/9/2021,Brazil,8075998,60078,729330,202657,1115
1/10/2021,Brazil,8105790,29792,734999,203140,483
1/11/2021,Brazil,8133833,28043,722733,203617,477
1/12/2021,Brazil,8195637,61804,717204,204726,1109
1/13/2021,Brazil,8257459,61822,774255,206009,1283
1/14/2021,Brazil,8326115,68656,779252,207160,1151
1/15/2021,Brazil,8394253,68138,824583,208291,1131
1/16/2021,Brazil,8456705,62452,858571,209350,1059
1/17/2021,Brazil,8488099,31394,866577,209868,518
1/18/2021,Brazil,8512238,24139,849863,210328,460
1/19/2021,Brazil,8575742,63504,845385,211511,1183
1/20/2021,Brazil,8639868,64126,862353,212893,1382
1/21/2021,Brazil,8699814,59946,904845,214228,1335
1/22/2021,Brazil,8755133,55319,945063,215299,1071
1/23/2021,Brazil,8816254,61121,971341,216475,1176
1/24/2021,Brazil,8844600,28346,973749,217081,606
1/25/2021,Brazil,8872964,28364,945650,217712,631
1/26/2021,Brazil,8936590,63626,919017,218918,1206
1/27/2021,Brazil,9000485,63895,981593,220237,1319
1/28/2021,Brazil,9060786,60301,915316,221676,1439
1/29/2021,Brazil,9119477,58691,936059,222775,1099
1/30/2021,Brazil,9176975,57498,954758,223971,1196
1/31/2021,Brazil,9204731,27756,953155,224534,563
2/1/2021,Brazil,9230016,25285,926906,225143,609
2/2/2021,Brazil,9286256,56240,898944,226383,1240
2/3/2021,Brazil,9339921,53665,875465,227592,1209
2/4/2021,Brazil,9397769,57848,877123,228883,1291
2/5/2021,Brazil,9449088,51319,892163,230127,1244
2/6/2021,Brazil,9497795,48707,903049,231069,942
2/7/2021,Brazil,9524640,26845,895892,231561,492
2/8/2021,Brazil,9550301,25661,870408,232248,687
2/9/2021,Brazil,9602034,51733,844984,233588,1340
2/10/2021,Brazil,9662305,60271,831230,234945,1357
2/11/2021,Brazil,9716298,53993,836208,236397,1452
2/12/2021,Brazil,9765694,49396,849766,237601,1204
2/13/2021,Brazil,9811255,45561,861768,238647,1046
2/14/2021,Brazil,9834513,23258,849795,239294,647
2/15/2021,Brazil,9866710,32197,821576,239895,601
2/16/2021,Brazil,9921981,55271,797807,240983,1088
2/17/2021,Brazil,9979276,57295,786648,242178,1195
2/18/2021,Brazil,10030626,51350,791770,243610,1432
2/19/2021,Brazil,10081693,51067,807579,244955,1345
2/20/2021,Brazil,10139148,57455,825203,246006,1051
2/21/2021,Brazil,10168174,29026,826131,246560,554
2/22/2021,Brazil,10197531,29357,811040,247276,716
2/23/2021,Brazil,10260621,63090,796811,248646,1370
2/24/2021,Brazil,10326008,65387,794911,250079,1433
2/25/2021,Brazil,10393886,67878,818529,251661,1582
2/26/2021,Brazil,10457794,63908,848832,252988,1327
2/27/2021,Brazil,10517232,59438,876529,254263,1275
2/28/2021,Brazil,10551259,34027,885208,255018,755
3/1/2021,Brazil,10589608,38349,876672,255836,818
3/2/2021,Brazil,10647845,58237,863110,257562,1726
3/3/2021,Brazil,10722221,74376,871229,259402,1840
3/4/2021,Brazil,10796506,74285,898298,261188,1786
3/5/2021,Brazil,10871843,75337,937485,262948,1760
3/6/2021,Brazil,10939320,67477,970523,264446,1498
3/7/2021,Brazil,11019344,80024,996666,265500,1054
3/8/2021,Brazil,11055480,36136,1006546,266614,1114
3/9/2021,Brazil,11125017,69537,1013231,268568,1954
3/10/2021,Brazil,11205972,80955,1021316,270917,2349
3/11/2021,Brazil,11284269,78297,1052579,273124,2207
3/12/2021,Brazil,11368316,84047,1092060,275276,2152
3/13/2021,Brazil,11439250,70934,1125087,277216,1940
3/14/2021,Brazil,11483370,44120,1141235,278327,1111
3/15/2021,Brazil,11525477,42107,1133921,279602,1275
3/16/2021,Brazil,11609601,84124,1122660,282400,2798
3/17/2021,Brazil,11700431,90830,1128238,285136,2736
3/18/2021,Brazil,11787600,87169,1160373,287795,2659
3/19/2021,Brazil,11877009,89409,1203024,290525,2730
3/20/2021,Brazil,11950459,73450,1238210,292856,2331
3/21/2021,Brazil,11998233,47774,1254185,294115,1259
3/22/2021,Brazil,12051619,53386,1247939,295685,1570
3/23/2021,Brazil,12136615,84996,1236114,298843,3158
3/24/2021,Brazil,12227179,90564,1236446,301087,2244
3/25/2021,Brazil,12324765,97586,1248490,303726,2639
3/26/2021,Brazil,12407323,82558,1275902,307326,3600
3/27/2021,Brazil,12490362,83039,1300041,310694,3368
3/28/2021,Brazil,12534688,44326,1309448,312299,1605
3/29/2021,Brazil,12577354,42666,1293839,314268,1969
3/30/2021,Brazil,12664058,86704,1271639,317936,3668
3/31/2021,Brazil,12753258,89200,1261435,321886,3950
4/1/2021,Brazil,12842717,89459,1278059,325559,3673
4/2/2021,Brazil,12912379,69662,1307385,328366,2807
4/3/2021,Brazil,12953597,41218,1317554,330297,1931
4/4/2021,Brazil,12984956,31359,1295905,331530,1233
4/5/2021,Brazil,13023189,38233,1253847,333153,1623
4/6/2021,Brazil,13106058,82869,1209910,337364,4211
4/7/2021,Brazil,13197031,90973,1191776,341097,3733
4/8/2021,Brazil,13286324,89293,1208844,345287,4190
4/9/2021,Brazil,13375414,89090,1234595,348934,3647
4/10/2021,Brazil,13445006,69592,1254973,351469,2535
4/11/2021,Brazil,13482543,37537,1248447,353293,1824
4/12/2021,Brazil,13521409,38866,1209310,355031,1738
4/13/2021,Brazil,13601566,80157,1168050,358718,3687
4/14/2021,Brazil,13677564,75998,1144613,362180,3462
4/15/2021,Brazil,13758093,80529,1155844,365954,3774
4/16/2021,Brazil,13834342,76249,1166455,369024,3070
4/17/2021,Brazil,13900134,65792,1183384,371889,2865
4/18/2021,Brazil,13943071,42937,1178030,373442,1553
4/19/2021,Brazil,13977713,34642,1141952,375049,1607
4/20/2021,Brazil,14050885,73172,1110666,378530,3481
4/21/2021,Brazil,14122795,71910,1094976,381687,3157
4/22/2021,Brazil,14172139,49344,1114597,383757,2070
4/23/2021,Brazil,14238110,65971,1140384,386623,2866
4/24/2021,Brazil,14308215,70105,1151834,389609,2986
4/25/2021,Brazil,14340787,32572,1140693,390925,1316
4/26/2021,Brazil,14370456,29669,1099201,392204,1279
4/27/2021,Brazil,14446541,76085,1058775,395324,3120
4/28/2021,Brazil,14523807,77266,1033750,398343,3019
4/29/2021,Brazil,14592886,69079,1039351,401417,3074
4/30/2021,Brazil,14665962,73076,1067137,404287,2870
5/1/2021,Brazil,14725975,60013,1076745,406565,2278
5/2/2021,Brazil,14754910,28935,1068417,407775,1210
5/3/2021,Brazil,14791434,36524,1046129,408829,1054
5/4/2021,Brazil,14860812,69378,1005962,411854,3025
5/5/2021,Brazil,14936464,75652,992247,414645,2791
5/6/2021,Brazil,15009023,72559,1000512,417176,2531
5/7/2021,Brazil,15087360,78337,1027489,419393,2217
5/8/2021,Brazil,15150628,63268,1051476,421484,2091
5/9/2021,Brazil,15184790,34162,1048237,422418,934
5/10/2021,Brazil,15214030,29240,1031469,423436,1018
5/11/2021,Brazil,15285048,71018,1012146,425711,2275
5/12/2021,Brazil,15361686,76638,1009213,428256,2545
5/13/2021,Brazil,15436827,75141,1026902,430596,2340
5/14/2021,Brazil,15521313,84486,1060173,432785,2189
5/15/2021,Brazil,15590613,69300,1093365,434852,2067
5/16/2021,Brazil,15627475,36862,1094365,435823,971
5/17/2021,Brazil,15661106,33631,1071811,436862,1039
5/18/2021,Brazil,15735485,74379,1048497,439379,2517
5/19/2021,Brazil,15815191,79706,1043209,441864,2485
5/20/2021,Brazil,15898558,83367,1068205,444391,2527
5/21/2021,Brazil,15976156,77598,1107420,446527,2136
5/22/2021,Brazil,16047439,71283,1136716,448291,1764
5/23/2021,Brazil,16083573,36134,1142221,449185,894
5/24/2021,Brazil,16121136,37563,1119086,450026,841
5/25/2021,Brazil,16195981,74845,1095425,452224,2198
5/26/2021,Brazil,16275440,79459,1086830,454623,2399
5/27/2021,Brazil,16342162,66722,1099117,456753,2130
5/28/2021,Brazil,16392657,50495,1122220,459171,2418
5/29/2021,Brazil,16471600,78943,1140762,461142,1971
5/30/2021,Brazil,16515120,43520,1140284,462092,950
5/31/2021,Brazil,16547674,32554,1120077,462966,874
7/1/2020,Argentina,67197,2667,40681,3476,47
7/2/2020,Argentina,69941,2744,42194,3561,85
7/3/2020,Argentina,72786,2845,43880,3682,121
7/4/2020,Argentina,75376,2590,45638,3808,126
7/5/2020,Argentina,77815,2439,46295,3923,115
7/6/2020,Argentina,80447,2632,47897,4019,96
7/7/2020,Argentina,83426,2979,49158,4173,154
7/8/2020,Argentina,87030,3604,46196,4332,159
7/9/2020,Argentina,90693,3663,47869,4511,179
7/10/2020,Argentina,94060,3367,50433,4643,132
7/11/2020,Argentina,97509,3449,51331,4770,127
7/12/2020,Argentina,100166,2657,52537,4935,165
7/13/2020,Argentina,103265,3099,54037,5055,120
7/14/2020,Argentina,106910,3645,56181,5262,207
7/15/2020,Argentina,111146,4236,58393,5455,193
7/16/2020,Argentina,114783,3637,60027,5636,181
7/17/2020,Argentina,119301,4518,63674,5847,211
7/18/2020,Argentina,122524,3223,63878,6039,192
7/19/2020,Argentina,126755,4231,66491,6159,120
7/20/2020,Argentina,130774,4019,68550,6311,152
7/21/2020,Argentina,136118,5344,70997,6523,212
7/22/2020,Argentina,141900,5782,74602,6767,244
7/23/2020,Argentina,148027,6127,78227,6985,218
7/24/2020,Argentina,153520,5493,80842,7231,246
7/25/2020,Argentina,158334,4814,82892,7420,189
7/26/2020,Argentina,162526,4192,84449,7559,139
7/27/2020,Argentina,167416,4890,87120,7721,162
7/28/2020,Argentina,173355,5939,90345,7927,206
7/29/2020,Argentina,178996,5641,93024,8117,190
7/30/2020,Argentina,185373,6377,96467,8310,193
7/31/2020,Argentina,191302,5929,99016,8506,196
8/1/2020,Argentina,196543,5241,101327,8717,211
8/2/2020,Argentina,201919,5376,104039,8854,137
8/3/2020,Argentina,206743,4824,106404,9037,183
8/4/2020,Argentina,213535,6792,110103,9303,266
8/5/2020,Argentina,220682,7147,114166,9568,265
8/6/2020,Argentina,228195,7513,118499,9844,276
8/7/2020,Argentina,235677,7482,122261,10119,275
8/8/2020,Argentina,241811,6134,123251,10318,199
8/9/2020,Argentina,246499,4688,65939,10451,133
8/10/2020,Argentina,253868,7369,68289,10605,154
8/11/2020,Argentina,260911,7043,68702,10820,215
8/12/2020,Argentina,268574,7663,70222,11069,249
8/13/2020,Argentina,276072,7498,72350,11288,219
8/14/2020,Argentina,282437,6365,71901,11531,243
8/15/2020,Argentina,289100,6663,71642,11761,230
8/16/2020,Argentina,294569,5469,70947,11920,159
8/17/2020,Argentina,299126,4557,69185,12091,171
8/18/2020,Argentina,305966,6840,70165,12270,179
8/19/2020,Argentina,312659,6693,71383,12551,281
8/20/2020,Argentina,320884,8225,74421,12812,261
8/21/2020,Argentina,329043,8159,76152,13085,273
8/22/2020,Argentina,336802,7759,77707,13314,229
8/23/2020,Argentina,342154,5352,77082,13672,358
8/24/2020,Argentina,350867,8713,80074,14004,332
8/25/2020,Argentina,359638,8771,82150,14286,282
8/26/2020,Argentina,370188,10550,86777,14610,324
8/27/2020,Argentina,380292,10104,90924,14910,300
8/28/2020,Argentina,392009,11717,96644,15200,290
8/29/2020,Argentina,401239,9230,98638,15381,181
8/30/2020,Argentina,408426,7187,98861,15558,177
8/31/2020,Argentina,417735,9309,100680,15860,302
9/1/2020,Argentina,428239,10504,103702,16161,301
9/2/2020,Argentina,439172,10933,107214,16428,267
9/3/2020,Argentina,451198,12026,112062,16675,247
9/4/2020,Argentina,461882,10684,113334,16927,252
9/5/2020,Argentina,471806,9924,114327,17098,171
9/6/2020,Argentina,478792,6986,112426,17234,136
9/7/2020,Argentina,488007,9215,113104,17515,281
9/8/2020,Argentina,500034,12027,115698,17746,231
9/9/2020,Argentina,512293,12259,111835,17968,222
9/10/2020,Argentina,524198,11905,115884,18216,248
9/11/2020,Argentina,535705,11507,117175,18409,193
9/12/2020,Argentina,546481,10776,118127,18583,174
9/13/2020,Argentina,555537,9056,117335,18689,106
9/14/2020,Argentina,565446,9909,117610,18883,194
9/15/2020,Argentina,577338,11892,119404,19051,168
9/16/2020,Argentina,589012,11674,121548,19201,150
9/17/2020,Argentina,601713,12701,126007,19359,158
9/18/2020,Argentina,613658,11945,126842,19530,171
9/19/2020,Argentina,622934,9276,125227,19630,100
9/20/2020,Argentina,631365,8431,123440,19694,64
9/21/2020,Argentina,640147,8782,111788,19796,102
9/22/2020,Argentina,652174,12027,115061,19885,89
9/23/2020,Argentina,664799,12625,119319,19994,109
9/24/2020,Argentina,678266,13467,121616,20061,67
9/25/2020,Argentina,691235,12969,124189,20122,61
9/26/2020,Argentina,702484,11249,125833,20162,40
9/27/2020,Argentina,711325,8841,125205,20185,23
9/28/2020,Argentina,723132,11807,126183,20234,49
9/29/2020,Argentina,736609,13477,130485,20267,33
9/30/2020,Argentina,751001,14392,136074,20282,15
10/1/2020,Argentina,765002,14001,141574,20288,6
10/2/2020,Argentina,779689,14687,144575,20599,311
10/3/2020,Argentina,790818,11129,143909,20795,196
10/4/2020,Argentina,798486,7668,140796,21018,223
10/5/2020,Argentina,809728,11242,139243,21468,450
10/6/2020,Argentina,824468,14740,142369,21827,359
10/7/2020,Argentina,840915,16447,147964,22226,399
10/8/2020,Argentina,856369,15454,148815,22710,484
10/9/2020,Argentina,871468,15099,151102,23225,515
10/10/2020,Argentina,883882,12414,150837,23581,356
10/11/2020,Argentina,894206,10324,148958,23868,287
10/12/2020,Argentina,903730,9524,146962,24186,318
10/13/2020,Argentina,917035,13305,150228,24572,386
10/14/2020,Argentina,931967,14932,155900,24921,349
10/15/2020,Argentina,949063,17096,158862,25342,421
10/16/2020,Argentina,965609,16546,161385,25723,381
10/17/2020,Argentina,979119,13510,161838,26107,384
10/18/2020,Argentina,989680,10561,159448,26267,160
10/19/2020,Argentina,1002662,12982,171981,26716,449
10/20/2020,Argentina,1018999,16337,162252,27100,384
10/21/2020,Argentina,1037325,18326,169286,27519,419
10/22/2020,Argentina,1053650,16325,173839,27957,438
10/23/2020,Argentina,1069368,15718,174335,28338,381
10/24/2020,Argentina,1081336,11968,171610,28613,275
10/25/2020,Argentina,1090589,9253,166874,28896,283
10/26/2020,Argentina,1102301,11712,163414,29301,405
10/27/2020,Argentina,1116609,14308,165535,29730,429
10/28/2020,Argentina,1130533,13924,169315,30071,341
10/29/2020,Argentina,1143800,13267,167224,30442,371
10/30/2020,Argentina,1157179,13379,165286,30792,350
10/31/2020,Argentina,1166924,9745,161983,31002,210
11/1/2020,Argentina,1173533,6609,157077,31140,138
11/2/2020,Argentina,1183131,9598,153492,31623,483
11/3/2020,Argentina,1195276,12145,153946,32052,429
11/4/2020,Argentina,1205928,10652,155761,32520,468
11/5/2020,Argentina,1217028,11100,154125,32766,246
11/6/2020,Argentina,1228814,11786,153441,33136,370
11/7/2020,Argentina,1236851,8037,150190,33348,212
11/8/2020,Argentina,1242182,5331,145711,33560,212
11/9/2020,Argentina,1250499,8317,143015,33907,347
11/10/2020,Argentina,1262476,11977,146396,34183,276
11/11/2020,Argentina,1273356,10880,156928,34531,348
11/12/2020,Argentina,1284519,11163,149557,34782,251
11/13/2020,Argentina,1296378,11859,150856,35045,263
11/14/2020,Argentina,1304846,8468,150173,35307,262
11/15/2020,Argentina,1310491,5645,145953,35436,129
11/16/2020,Argentina,1318384,7893,142461,35727,291
11/17/2020,Argentina,1329005,10621,144066,36106,379
11/18/2020,Argentina,1339337,10332,146516,36347,241
11/19/2020,Argentina,1349434,10097,145388,36532,185
11/20/2020,Argentina,1359042,9608,144433,36790,258
11/21/2020,Argentina,1366182,7140,142227,36902,112
11/22/2020,Argentina,1370366,4184,137872,37002,100
11/23/2020,Argentina,1374631,4265,133709,37122,120
11/24/2020,Argentina,1381795,7164,133729,37432,310
11/25/2020,Argentina,1390388,8593,135390,37714,282
11/26/2020,Argentina,1399431,9043,134828,37941,227
11/27/2020,Argentina,1407277,7846,133804,38216,275
11/28/2020,Argentina,1413375,6098,132176,38322,106
11/29/2020,Argentina,1418807,5432,130491,38473,151
11/30/2020,Argentina,1424533,5726,128576,38730,257
12/1/2020,Argentina,1432570,8037,130391,38928,198
12/2/2020,Argentina,1440103,7533,132589,39156,228
12/3/2020,Argentina,1447732,7629,133752,39305,149
12/4/2020,Argentina,1454631,6899,133164,39512,207
12/5/2020,Argentina,1459832,5201,131415,39632,120
12/6/2020,Argentina,1463110,3278,128648,39770,138
12/7/2020,Argentina,1466309,3199,125725,39888,118
12/8/2020,Argentina,1469919,3610,124323,40009,121
12/9/2020,Argentina,1475222,5303,123512,40222,213
12/10/2020,Argentina,1482216,6994,123598,40431,209
12/11/2020,Argentina,1489328,7112,123930,40606,175
12/12/2020,Argentina,1494602,5274,123774,40668,62
12/13/2020,Argentina,1498160,3558,122077,40766,98
12/14/2020,Argentina,1503222,5062,122061,41041,275
12/15/2020,Argentina,1510203,6981,124699,41204,163
12/16/2020,Argentina,1517046,6843,127767,41365,161
12/17/2020,Argentina,1524372,7326,130282,41534,169
12/18/2020,Argentina,1531374,7002,132947,41672,138
12/19/2020,Argentina,1537169,5795,132789,41763,91
12/20/2020,Argentina,1541285,4116,131126,41813,50
12/21/2020,Argentina,1547138,5853,130740,41997,184
12/22/2020,Argentina,1555279,8141,133299,42254,257
12/23/2020,Argentina,1563865,8586,137274,42314,60
12/24/2020,Argentina,1571680,7815,145011,42392,78
12/25/2020,Argentina,1574554,2874,147855,42422,30
12/26/2020,Argentina,1578267,3713,133539,42501,79
12/27/2020,Argentina,1583297,5030,132721,42650,149
12/28/2020,Argentina,1590513,7216,132965,42868,218
12/29/2020,Argentina,1602163,11650,138260,43018,150
12/30/2020,Argentina,1613928,11765,144089,43163,145
12/31/2020,Argentina,1625514,11586,155593,43245,82
1/1/2021,Argentina,1629594,4080,159599,43319,74
1/2/2021,Argentina,1634834,5240,144367,43375,56
1/3/2021,Argentina,1640718,5884,144276,43482,107
1/4/2021,Argentina,1648940,8222,147223,43634,152
1/5/2021,Argentina,1662730,13790,152329,43785,151
1/6/2021,Argentina,1676171,13441,158147,43976,191
1/7/2021,Argentina,1690006,13835,161090,44122,146
1/8/2021,Argentina,1703352,13346,164183,44273,151
1/9/2021,Argentina,1714409,11057,165662,44417,144
1/10/2021,Argentina,1722217,7808,165972,44495,78
1/11/2021,Argentina,1730921,8704,167552,44654,159
1/12/2021,Argentina,1744704,13783,171995,44848,194
1/13/2021,Argentina,1757429,12725,176023,44983,135
1/14/2021,Argentina,1770715,13286,176100,45125,142
1/15/2021,Argentina,1783047,12332,175857,45227,102
1/16/2021,Argentina,1791979,8932,173580,45295,68
1/17/2021,Argentina,1799243,7264,170371,45407,112
1/18/2021,Argentina,1807428,8185,166828,45832,425
1/19/2021,Argentina,1819569,12141,169130,46066,234
1/20/2021,Argentina,1831681,12112,171692,46216,150
1/21/2021,Argentina,1843077,11396,170967,46355,139
1/22/2021,Argentina,1853830,10753,170429,46575,220
1/23/2021,Argentina,1862192,8362,168787,46737,162
1/24/2021,Argentina,1867223,5031,164247,46827,90
1/25/2021,Argentina,1874801,7578,161240,47034,207
1/26/2021,Argentina,1885210,10409,163402,47253,219
1/27/2021,Argentina,1896053,10843,166055,47435,182
1/28/2021,Argentina,1905524,9471,164777,47601,166
1/29/2021,Argentina,1915362,9838,164128,47775,174
1/30/2021,Argentina,1922264,6902,161465,47931,156
1/31/2021,Argentina,1927239,4975,157615,47974,43
2/1/2021,Argentina,1933853,6614,155605,48249,275
2/2/2021,Argentina,1943548,9695,156354,48426,177
